outfpr,outffl,outfnm,outfdo
"VB03_Mrt3S","dMP4VB03P5",  15,"x"
"VB03_Mrt3S","dMS4VB03P5",  16,"x"
"VB03_Upt3D","dN1VB03upy",   1,"x"
"VB03_Upt3D","dN2VB03upy",   2,"x"
"VB03_Upt3D","dP1VB03upy",   3,"x"
"VB03_Upt3D","dP2VB03upy",   4,"x"
"VB03_Upt3D","dS1VB03upy",   5,"x"
"VB03_Upt3D","dS2VB03upy",   6,"x"
"VBGrowth04","dVB04     ",   1,"x"
"VBMort04  ","dMrtC1VB04",   1,"x"
"VBMort04  ","dMrtC3VB04",   2,"x"
"VBMort04  ","dMrtC4VB04",   3,"x"
"VBMort04  ","dMrtC2VB04",   4,"x"
"VBMort04  ","dMrtC5VB04",   5,"x"
"VB04_Mrt3W","dMC2VB04P1",   1,"x"
"VB04_Mrt3W","dMC2VB04P2",   2,"x"
"VB04_Mrt3W","dMC2VB04P3",   3,"x"
"VB04_Mrt3W","dMN2VB04P1",   4,"x"
"VB04_Mrt3W","dMN2VB04P2",   5,"x"
"VB04_Mrt3W","dMN2VB04P3",   6,"x"
"VB04_Mrt3W","dMP2VB04P1",   7,"x"
"VB04_Mrt3W","dMP2VB04P2",   8,"x"
"VB04_Mrt3W","dMP2VB04P3",   9,"x"
"VB04_Mrt3W","dMS2VB04P1",  10,"x"
"VB04_Mrt3W","dMS2VB04P2",  11,"x"
"VB04_Mrt3W","dMS2VB04P3",  12,"x"
"VB04_Mrt3W","dMC1VB04P5",  13,"x"
"VB04_Mrt3W","dMC3VB04P5",  14,"x"
"VB04_Mrt3W","dMN1VB04P5",  15,"x"
"VB04_Mrt3W","dMN3VB04P5",  16,"x"
"VB04_Mrt3W","dMP1VB04P5",  17,"x"
"VB04_Mrt3W","dMP3VB04P5",  18,"x"
"VB04_Mrt3W","dMS1VB04P5",  19,"x"
"VB04_Mrt3W","dMS3VB04P5",  20,"x"
"VB04_Mrt3S","dMC5VB04P1",   1,"x"
"VB04_Mrt3S","dMC5VB04P2",   2,"x"
"VB04_Mrt3S","dMC5VB04P3",   3,"x"
"VB04_Mrt3S","dMN5VB04P1",   4,"x"
"VB04_Mrt3S","dMN5VB04P2",   5,"x"
"VB04_Mrt3S","dMN5VB04P3",   6,"x"
"VB04_Mrt3S","dMP5VB04P1",   7,"x"
"VB04_Mrt3S","dMP5VB04P2",   8,"x"
"VB04_Mrt3S","dMP5VB04P3",   9,"x"
"VB04_Mrt3S","dMS5VB04P1",  10,"x"
"VB04_Mrt3S","dMS5VB04P2",  11,"x"
"VB04_Mrt3S","dMS5VB04P3",  12,"x"
"VB04_Mrt3S","dMC4VB04P5",  13,"x"
"VB04_Mrt3S","dMN4VB04P5",  14,"x"
"VB04_Mrt3S","dMP4VB04P5",  15,"x"
"VB04_Mrt3S","dMS4VB04P5",  16,"x"
"VB04_Upt3D","dN1VB04upy",   1,"x"
"VB04_Upt3D","dN2VB04upy",   2,"x"
"VB04_Upt3D","dP1VB04upy",   3,"x"
"VB04_Upt3D","dP2VB04upy",   4,"x"
"VB04_Upt3D","dS1VB04upy",   5,"x"
"VB04_Upt3D","dS2VB04upy",   6,"x"
"VBGrowth05","dVB05     ",   1,"x"
"VBMort05  ","dMrtC1VB05",   1,"x"
"VBMort05  ","dMrtC3VB05",   2,"x"
"VBMort05  ","dMrtC4VB05",   3,"x"
"VBMort05  ","dMrtC2VB05",   4,"x"
"VBMort05  ","dMrtC5VB05",   5,"x"
"VB05_Mrt3W","dMC2VB05P1",   1,"x"
"VB05_Mrt3W","dMC2VB05P2",   2,"x"
"VB05_Mrt3W","dMC2VB05P3",   3,"x"
"VB05_Mrt3W","dMN2VB05P1",   4,"x"
"VB05_Mrt3W","dMN2VB05P2",   5,"x"
"VB05_Mrt3W","dMN2VB05P3",   6,"x"
"VB05_Mrt3W","dMP2VB05P1",   7,"x"
"VB05_Mrt3W","dMP2VB05P2",   8,"x"
"VB05_Mrt3W","dMP2VB05P3",   9,"x"
"VB05_Mrt3W","dMS2VB05P1",  10,"x"
"VB05_Mrt3W","dMS2VB05P2",  11,"x"
"VB05_Mrt3W","dMS2VB05P3",  12,"x"
"VB05_Mrt3W","dMC1VB05P5",  13,"x"
"VB05_Mrt3W","dMC3VB05P5",  14,"x"
"VB05_Mrt3W","dMN1VB05P5",  15,"x"
"VB05_Mrt3W","dMN3VB05P5",  16,"x"
"VB05_Mrt3W","dMP1VB05P5",  17,"x"
"VB05_Mrt3W","dMP3VB05P5",  18,"x"
"VB05_Mrt3W","dMS1VB05P5",  19,"x"
"VB05_Mrt3W","dMS3VB05P5",  20,"x"
"VB05_Mrt3S","dMC5VB05P1",   1,"x"
"VB05_Mrt3S","dMC5VB05P2",   2,"x"
"VB05_Mrt3S","dMC5VB05P3",   3,"x"
"VB05_Mrt3S","dMN5VB05P1",   4,"x"
"VB05_Mrt3S","dMN5VB05P2",   5,"x"
"VB05_Mrt3S","dMN5VB05P3",   6,"x"
"VB05_Mrt3S","dMP5VB05P1",   7,"x"
"VB05_Mrt3S","dMP5VB05P2",   8,"x"
"VB05_Mrt3S","dMP5VB05P3",   9,"x"
"VB05_Mrt3S","dMS5VB05P1",  10,"x"
"VB05_Mrt3S","dMS5VB05P2",  11,"x"
"VB05_Mrt3S","dMS5VB05P3",  12,"x"
"VB05_Mrt3S","dMC4VB05P5",  13,"x"
"VB05_Mrt3S","dMN4VB05P5",  14,"x"
"VB05_Mrt3S","dMP4VB05P5",  15,"x"
"VB05_Mrt3S","dMS4VB05P5",  16,"x"
"VB05_Upt3D","dN1VB05upy",   1,"x"
"VB05_Upt3D","dN2VB05upy",   2,"x"
"VB05_Upt3D","dP1VB05upy",   3,"x"
"VB05_Upt3D","dP2VB05upy",   4,"x"
"VB05_Upt3D","dS1VB05upy",   5,"x"
"VB05_Upt3D","dS2VB05upy",   6,"x"
"VBGrowth06","dVB06     ",   1,"x"
"VBMort06  ","dMrtC1VB06",   1,"x"
"VBMort06  ","dMrtC3VB06",   2,"x"
"VBMort06  ","dMrtC4VB06",   3,"x"
"VBMort06  ","dMrtC2VB06",   4,"x"
"VBMort06  ","dMrtC5VB06",   5,"x"
"VB06_Mrt3W","dMC2VB06P1",   1,"x"
"VB06_Mrt3W","dMC2VB06P2",   2,"x"
"VB06_Mrt3W","dMC2VB06P3",   3,"x"
"VB06_Mrt3W","dMN2VB06P1",   4,"x"
"VB06_Mrt3W","dMN2VB06P2",   5,"x"
"VB06_Mrt3W","dMN2VB06P3",   6,"x"
"VB06_Mrt3W","dMP2VB06P1",   7,"x"
"VB06_Mrt3W","dMP2VB06P2",   8,"x"
"VB06_Mrt3W","dMP2VB06P3",   9,"x"
"VB06_Mrt3W","dMS2VB06P1",  10,"x"
"VB06_Mrt3W","dMS2VB06P2",  11,"x"
"VB06_Mrt3W","dMS2VB06P3",  12,"x"
"VB06_Mrt3W","dMC1VB06P5",  13,"x"
"VB06_Mrt3W","dMC3VB06P5",  14,"x"
"VB06_Mrt3W","dMN1VB06P5",  15,"x"
"VB06_Mrt3W","dMN3VB06P5",  16,"x"
"VB06_Mrt3W","dMP1VB06P5",  17,"x"
"VB06_Mrt3W","dMP3VB06P5",  18,"x"
"VB06_Mrt3W","dMS1VB06P5",  19,"x"
"VB06_Mrt3W","dMS3VB06P5",  20,"x"
"VB06_Mrt3S","dMC5VB06P1",   1,"x"
"VB06_Mrt3S","dMC5VB06P2",   2,"x"
"VB06_Mrt3S","dMC5VB06P3",   3,"x"
"VB06_Mrt3S","dMN5VB06P1",   4,"x"
"VB06_Mrt3S","dMN5VB06P2",   5,"x"
"VB06_Mrt3S","dMN5VB06P3",   6,"x"
"VB06_Mrt3S","dMP5VB06P1",   7,"x"
"VB06_Mrt3S","dMP5VB06P2",   8,"x"
"VB06_Mrt3S","dMP5VB06P3",   9,"x"
"VB06_Mrt3S","dMS5VB06P1",  10,"x"
"VB06_Mrt3S","dMS5VB06P2",  11,"x"
"VB06_Mrt3S","dMS5VB06P3",  12,"x"
"VB06_Mrt3S","dMC4VB06P5",  13,"x"
"VB06_Mrt3S","dMN4VB06P5",  14,"x"
"VB06_Mrt3S","dMP4VB06P5",  15,"x"
"VB06_Mrt3S","dMS4VB06P5",  16,"x"
"VB06_Upt3D","dN1VB06upy",   1,"x"
"VB06_Upt3D","dN2VB06upy",   2,"x"
"VB06_Upt3D","dP1VB06upy",   3,"x"
"VB06_Upt3D","dP2VB06upy",   4,"x"
"VB06_Upt3D","dS1VB06upy",   5,"x"
"VB06_Upt3D","dS2VB06upy",   6,"x"
"VBGrowth07","dVB07     ",   1,"x"
"VBMort07  ","dMrtC1VB07",   1,"x"
"VBMort07  ","dMrtC3VB07",   2,"x"
"VBMort07  ","dMrtC4VB07",   3,"x"
"VBMort07  ","dMrtC2VB07",   4,"x"
"VBMort07  ","dMrtC5VB07",   5,"x"
"VB07_Mrt3W","dMC2VB07P1",   1,"x"
"VB07_Mrt3W","dMC2VB07P2",   2,"x"
"VB07_Mrt3W","dMC2VB07P3",   3,"x"
"VB07_Mrt3W","dMN2VB07P1",   4,"x"
"VB07_Mrt3W","dMN2VB07P2",   5,"x"
"VB07_Mrt3W","dMN2VB07P3",   6,"x"
"VB07_Mrt3W","dMP2VB07P1",   7,"x"
"VB07_Mrt3W","dMP2VB07P2",   8,"x"
"VB07_Mrt3W","dMP2VB07P3",   9,"x"
"VB07_Mrt3W","dMS2VB07P1",  10,"x"
"VB07_Mrt3W","dMS2VB07P2",  11,"x"
"VB07_Mrt3W","dMS2VB07P3",  12,"x"
"VB07_Mrt3W","dMC1VB07P5",  13,"x"
"VB07_Mrt3W","dMC3VB07P5",  14,"x"
"VB07_Mrt3W","dMN1VB07P5",  15,"x"
"VB07_Mrt3W","dMN3VB07P5",  16,"x"
"VB07_Mrt3W","dMP1VB07P5",  17,"x"
"VB07_Mrt3W","dMP3VB07P5",  18,"x"
"VB07_Mrt3W","dMS1VB07P5",  19,"x"
"VB07_Mrt3W","dMS3VB07P5",  20,"x"
"VB07_Mrt3S","dMC5VB07P1",   1,"x"
"VB07_Mrt3S","dMC5VB07P2",   2,"x"
"VB07_Mrt3S","dMC5VB07P3",   3,"x"
"VB07_Mrt3S","dMN5VB07P1",   4,"x"
"VB07_Mrt3S","dMN5VB07P2",   5,"x"
"VB07_Mrt3S","dMN5VB07P3",   6,"x"
"VB07_Mrt3S","dMP5VB07P1",   7,"x"
"VB07_Mrt3S","dMP5VB07P2",   8,"x"
"VB07_Mrt3S","dMP5VB07P3",   9,"x"
"VB07_Mrt3S","dMS5VB07P1",  10,"x"
"VB07_Mrt3S","dMS5VB07P2",  11,"x"
"VB07_Mrt3S","dMS5VB07P3",  12,"x"
"VB07_Mrt3S","dMC4VB07P5",  13,"x"
"VB07_Mrt3S","dMN4VB07P5",  14,"x"
"VB07_Mrt3S","dMP4VB07P5",  15,"x"
"VB07_Mrt3S","dMS4VB07P5",  16,"x"
"VB07_Upt3D","dN1VB07upy",   1,"x"
"VB07_Upt3D","dN2VB07upy",   2,"x"
"VB07_Upt3D","dP1VB07upy",   3,"x"
"VB07_Upt3D","dP2VB07upy",   4,"x"
"VB07_Upt3D","dS1VB07upy",   5,"x"
"VB07_Upt3D","dS2VB07upy",   6,"x"
"VBGrowth08","dVB08     ",   1,"x"
"VBMort08  ","dMrtC1VB08",   1,"x"
"VBMort08  ","dMrtC3VB08",   2,"x"
"VBMort08  ","dMrtC4VB08",   3,"x"
"VBMort08  ","dMrtC2VB08",   4,"x"
"VBMort08  ","dMrtC5VB08",   5,"x"
"VB08_Mrt3W","dMC2VB08P1",   1,"x"
"VB08_Mrt3W","dMC2VB08P2",   2,"x"
"VB08_Mrt3W","dMC2VB08P3",   3,"x"
"VB08_Mrt3W","dMN2VB08P1",   4,"x"
"VB08_Mrt3W","dMN2VB08P2",   5,"x"
"VB08_Mrt3W","dMN2VB08P3",   6,"x"
"VB08_Mrt3W","dMP2VB08P1",   7,"x"
"VB08_Mrt3W","dMP2VB08P2",   8,"x"
"VB08_Mrt3W","dMP2VB08P3",   9,"x"
"VB08_Mrt3W","dMS2VB08P1",  10,"x"
"VB08_Mrt3W","dMS2VB08P2",  11,"x"
"VB08_Mrt3W","dMS2VB08P3",  12,"x"
"VB08_Mrt3W","dMC1VB08P5",  13,"x"
"VB08_Mrt3W","dMC3VB08P5",  14,"x"
"VB08_Mrt3W","dMN1VB08P5",  15,"x"
"VB08_Mrt3W","dMN3VB08P5",  16,"x"
"VB08_Mrt3W","dMP1VB08P5",  17,"x"
"VB08_Mrt3W","dMP3VB08P5",  18,"x"
"VB08_Mrt3W","dMS1VB08P5",  19,"x"
"VB08_Mrt3W","dMS3VB08P5",  20,"x"
"VB08_Mrt3S","dMC5VB08P1",   1,"x"
"VB08_Mrt3S","dMC5VB08P2",   2,"x"
"VB08_Mrt3S","dMC5VB08P3",   3,"x"
"VB08_Mrt3S","dMN5VB08P1",   4,"x"
"VB08_Mrt3S","dMN5VB08P2",   5,"x"
"VB08_Mrt3S","dMN5VB08P3",   6,"x"
"VB08_Mrt3S","dMP5VB08P1",   7,"x"
"VB08_Mrt3S","dMP5VB08P2",   8,"x"
"VB08_Mrt3S","dMP5VB08P3",   9,"x"
"VB08_Mrt3S","dMS5VB08P1",  10,"x"
"VB08_Mrt3S","dMS5VB08P2",  11,"x"
"VB08_Mrt3S","dMS5VB08P3",  12,"x"
"VB08_Mrt3S","dMC4VB08P5",  13,"x"
"VB08_Mrt3S","dMN4VB08P5",  14,"x"
"VB08_Mrt3S","dMP4VB08P5",  15,"x"
"VB08_Mrt3S","dMS4VB08P5",  16,"x"
"VB08_Upt3D","dN1VB08upy",   1,"x"
"VB08_Upt3D","dN2VB08upy",   2,"x"
"VB08_Upt3D","dP1VB08upy",   3,"x"
"VB08_Upt3D","dP2VB08upy",   4,"x"
"VB08_Upt3D","dS1VB08upy",   5,"x"
"VB08_Upt3D","dS2VB08upy",   6,"x"
"VBGrowth09","dVB09     ",   1,"x"
"VBMort09  ","dMrtC1VB09",   1,"x"
"VBMort09  ","dMrtC3VB09",   2,"x"
"VBMort09  ","dMrtC4VB09",   3,"x"
"VBMort09  ","dMrtC2VB09",   4,"x"
"VBMort09  ","dMrtC5VB09",   5,"x"
"VB09_Mrt3W","dMC2VB09P1",   1,"x"
"VB09_Mrt3W","dMC2VB09P2",   2,"x"
"VB09_Mrt3W","dMC2VB09P3",   3,"x"
"VB09_Mrt3W","dMN2VB09P1",   4,"x"
"VB09_Mrt3W","dMN2VB09P2",   5,"x"
"VB09_Mrt3W","dMN2VB09P3",   6,"x"
"VB09_Mrt3W","dMP2VB09P1",   7,"x"
"VB09_Mrt3W","dMP2VB09P2",   8,"x"
"VB09_Mrt3W","dMP2VB09P3",   9,"x"
"VB09_Mrt3W","dMS2VB09P1",  10,"x"
"VB09_Mrt3W","dMS2VB09P2",  11,"x"
"VB09_Mrt3W","dMS2VB09P3",  12,"x"
"VB09_Mrt3W","dMC1VB09P5",  13,"x"
"VB09_Mrt3W","dMC3VB09P5",  14,"x"
"VB09_Mrt3W","dMN1VB09P5",  15,"x"
"VB09_Mrt3W","dMN3VB09P5",  16,"x"
"VB09_Mrt3W","dMP1VB09P5",  17,"x"
"VB09_Mrt3W","dMP3VB09P5",  18,"x"
"VB09_Mrt3W","dMS1VB09P5",  19,"x"
"VB09_Mrt3W","dMS3VB09P5",  20,"x"
"VB09_Mrt3S","dMC5VB09P1",   1,"x"
"VB09_Mrt3S","dMC5VB09P2",   2,"x"
"VB09_Mrt3S","dMC5VB09P3",   3,"x"
"VB09_Mrt3S","dMN5VB09P1",   4,"x"
"VB09_Mrt3S","dMN5VB09P2",   5,"x"
"VB09_Mrt3S","dMN5VB09P3",   6,"x"
"VB09_Mrt3S","dMP5VB09P1",   7,"x"
"VB09_Mrt3S","dMP5VB09P2",   8,"x"
"VB09_Mrt3S","dMP5VB09P3",   9,"x"
"VB09_Mrt3S","dMS5VB09P1",  10,"x"
"VB09_Mrt3S","dMS5VB09P2",  11,"x"
"VB09_Mrt3S","dMS5VB09P3",  12,"x"
"VB09_Mrt3S","dMC4VB09P5",  13,"x"
"VB09_Mrt3S","dMN4VB09P5",  14,"x"
"VB09_Mrt3S","dMP4VB09P5",  15,"x"
"VB09_Mrt3S","dMS4VB09P5",  16,"x"
"VB09_Upt3D","dN1VB09upy",   1,"x"
"VB09_Upt3D","dN2VB09upy",   2,"x"
"VB09_Upt3D","dP1VB09upy",   3,"x"
"VB09_Upt3D","dP2VB09upy",   4,"x"
"VB09_Upt3D","dS1VB09upy",   5,"x"
"VB09_Upt3D","dS2VB09upy",   6,"x"
